Lemma,Grundform
drehen,"['Abgedrehter', 'Affendreher', 'Andrehe', 'Andrehen', 'Andreher', 'Aufdreher', 'Ausgedrehte', 'Bremsdreher', 'Dorndreher', 'Dornendreher', 'Drehe', 'Dreher', 'Durchgedrehte', 'Eindreh', 'Eindreher', 'Feilsperrdrehe', 'Gedrehte', 'Gedrehter', 'Gedrehtes', 'Herabgedrehte', 'Hinaufgedrehter', 'Kerzendreher', 'Masseldrehter', 'Nudeldreher', 'Rechtsverdreher', 'Schleifdreher', 'Schnurrendreher', 'Schraubendreher', 'Selbergedrehte', 'Selbstgedrehte', 'Verdrehter', 'Windendreher', 'Zudrehe', 'Zudreher', 'Zusammengedrehter', 'abdrehen', 'abgedreht', 'andrehen', 'angedreht', 'aufdrehen', 'aufdrehen, sich', 'ausdrehen', 'ausdrehern', 'drehbar', 'durchdrehen', 'durchgedreht', 'eindrehen', 'gedreht', 'gedrehtig', 'herumgedreht', 'herunterdrehen', 'hindrehen', 'umdrehen', 'umgedreht', 'umhingedreht', 'verdrehen', 'verdreht', 'wegdrehen', 'zudrehen', 'zugedreht', 'zusammendrehen', 'zusammengedreht']"
dreschen,"['Abgedroschene', 'Abgedroschenes', 'Abgedroschiges', 'Ausdrusch', 'Ausgedroschen', 'Backofendrescher', 'Breitdrescher', 'Dampfdresche', 'Dampfdrescher', 'Dampferdrescher', 'Dresche', 'Drescher', 'Dreschführer', 'Drischeldrescher', 'Gedresch', 'Hineingedroschene', 'Mähdrescher', 'Scheuerdrescher', 'Scheuerendrescher', 'Scheundrescher', 'Scheunendrescher', 'Scheurendrescher', 'Stadeldrescher', 'Stiftendrescher', 'abdreschen', 'abdreschen, sich', 'abgedreschen', 'abgedrescht', 'abgedroschen', 'abgedroschig', 'abgedroschnig', 'ausdreschen', 'ausgedroschen', 'derdreschen', 'durchdreschen', 'durchgedroschen', 'herdreschen', 'herumdreschen', 'herunterdreschen', 'mähdreschern', 'verdreschen', 'verdrescht', 'zusammendreschen']"
hacken,"['Abgehackte', 'Angehacktes', 'Anhacken', 'Aushackig', 'Baumhacker', 'Beilhacker', 'Betthacke', 'Breithacke', 'Dreispitzhacke', 'Eingehacktes', 'Einhacke', 'Einhackig', 'Eishacke', 'Eishacker', 'Feldhacke', 'Fleischhacker', 'Furchhacke', 'Gartenhacke', 'Gehacktes', 'Gehäck', 'Gehäckseltes', 'Genaubehacker', 'Haberhacker', 'Hacke', 'Hacker', 'Handhacke', 'Holzhacke', 'Holzhacker', 'Holzhackern', 'Jäthacke', 'Kartoffelhacke', 'Kliebhacke', 'Krauthacke', 'Kreuzhacke', 'Queckhacke', 'Reisighacken', 'Reuthacke', 'Riefhacke', 'Rodhacke', 'Rübenhacke', 'Schlaghacke', 'Schneehacke', 'Schälhacke', 'Spitzhacke', 'Unkrauthacke', 'Ziehhacke', 'abgehackt', 'abhacken', 'angehackt', 'anhacken', 'aufhacken', 'aushacken', 'beihacken', 'eingehackt', 'einhacken', 'gehacken', 'gehackt', 'nachhacken', 'umhacken', 'umhauen', 'vorhacken', 'weghacken', 'zerhacken']"
hauen,"['Abgehautes', 'Abhaue', 'Anhau', 'Anhaue(r)', 'Anhauer', 'Aufgehaute', 'Baumshaue', 'Brachhaue', 'Brechhaue', 'Breithaue', 'Böschungshaue', 'Draufhauer', 'Dreckhaue', 'Dreispitzhaue', 'Eingehauenes', 'Einhau', 'Einhaue', 'Erdbirnenhaue', 'Feldhaue', 'Furchenhauer', 'Fürchleinshaue', 'Fürhaue', 'Gartenhaue', 'Garthaue', 'Gehaube', 'Getreidehaue', 'Getreidehiebe', 'Grabaushaue', 'Grabenhaue', 'Grabhaue', 'Grantelhauer', 'Grenzhaue', 'Gräbenhaue', 'Haberhauer', 'Hackhaue', 'Halbhaue', 'Handhaue', 'Harkhaue', 'Haue', 'Hauer', 'Herhau', 'Holzhauer', 'Hopfenhaue', 'Kartoffelhaue', 'Keilhaue', 'Keilhauer', 'Kerbenhaue', 'Kornhaue', 'Kornhauer', 'Krauthaue', 'Kreuzhaue', 'Lattenhauer', 'Mooshaue', 'Nebenhinaushauer', 'Queckhaue', 'Rasenhaue', 'Rebenhabe', 'Rebenhaue', 'Reuthaue', 'Reuthauer', 'Riefenhaue', 'Rodehaue', 'Rodhaue', 'Rosenhaue', 'Rosthaue', 'Rundhaue', 'Räumhaue', 'Rübenhaue', 'Scheithauer', 'Schlaghaue', 'Schrollenhaue', 'Spitzhaue', 'Steinhauer', 'Stockhaue', 'Stockhauer', 'Streuhaue', 'Verhau', 'Verhaute', 'Waldhaue', 'Wasenhaue', 'Wendhaue', 'Ziehhaue', 'Zwerghaue', 'abgehauen', 'abgehaut', 'angehauen', 'angehaut', 'anhauen', 'anhauen, sich', 'aufhauen', 'ausgehauen', 'aushauen', 'derhauen', 'durcheinanderhauen', 'durchgehauen', 'durchhauen', 'durchhauen, sich', 'einhauen', 'fortgehauen', 'forthauen', 'gehaut', 'hereingehauen', 'herhauen', 'herunterhauen', 'hinhauen', 'hintenduchhauen', 'loshauen', 'reinhauen', 'verhauen', 'weghauen', 'widerhauen', 'zerhauen', 'zuhauen', 'zusammengehauen', 'zusammenhauen']"
Holz,"['Abgeholztes', 'Abholz', 'Anmachholz', 'Anschürholz', 'Aufbruchholz', 'Ausforstholz', 'Bauholz abmachen', 'Besoldungsholz', 'Einkerbholz', 'Gebrücksholz', 'Gehölz', 'Gertholz', 'Holzer', 'Holzfahren', 'Holzreifen', 'Holzschlappen', 'Holzschliffer', 'Holzspäne', 'Holzstange', 'Hölzerner', 'Hölziger', 'Manghölzer', 'Schleifholzbacke', 'Schubhölzer', 'Untergeholz', 'Untergehölz', 'Unterholz', 'Urholz', 'Verschalholz', 'Windhölzer', 'abgeholzt', 'abholzen', 'altes Holz', 'ausgeholzt', 'ausholzen', 'herumholzen', 'holzen', 'holzer', 'holzerig', 'holzern', 'holzig', 'hölzen', 'hölzer', 'hölzerig', 'hölzern', 'hölzernig', 'hölzig', 'kleines Hölzlein', 'unterdrückte Holz', 'unteres Holz', 'unterwüchsiges Holz']"
klauben,"['Abgeklaubtes', 'Abklauber', 'Erbirneneinklauben', 'Erdbirnenklauben', 'Erdbirnenzusammenklauben', 'Erdäpfelzusammenklauben', 'Zusammengeklaubtes', 'Zusammenklaubig', 'abgeklaubt', 'abklauben', 'aufklauben', 'ausklauben', 'einklauben', 'nachklauben', 'wegklauben', 'zusammengeklaubt', 'zusammenklauben', 'zusammenklauben, sich']"
nehmen,"['Abgenommene', 'Abnehmen', 'Abnehmender', 'Abnehmendes', 'Abnehmends', 'Abnehmer', 'Abnehmes', 'Abnehmetes', 'Abschied nehmen', 'Aufnehmen', 'Aufnehmer', 'Ausgenommenes', 'Ausnahme', 'Ausnahmgeld', 'Ausnahmsgeld', 'Benehmens', 'Großnehmingen', 'Herausnahme', 'Mitnehmer', 'Nehm-es-gar', 'Nehmen-wir-es-gar', 'Nehmershausen', 'Nehmertshausen', 'Nehmhausen', 'Nehmt-es-gar', 'Nemmersdorfer', 'Nemsdorfer', 'Nimm-es-gar', 'Nimmhausen', 'Strohwegnehmer', 'Wegnehmer', 'Wegnehmerer', 'Zunehmen', 'Zunehmender', 'Zunehmendes', 'Zunehmes', 'Zunehmet', 'Zunehmeter', 'Zunehmetes', 'abgenommen', 'abnehmen', 'abnehmend', 'abnehmends', 'abnehmens', 'abnehmes', 'abnehmet', 'abnehmets', 'abnehmig', 'an den Ohren nehmen', 'annehmen', 'annehmen, sich', 'annehmlich', 'auf den Arm nehmen', 'auf die Achsel nehmen', 'auf die Schippe nehmen', 'aufnehmen', 'ausgenommen', 'ausnehmen', 'behüt Gott nehmen', 'behüt dich Gott nehmen', 'eingenommen', 'einnehmen', 'einnehmend', 'hernehmen', 'herunternehmen', 'in Augenschein nehmen', 'mitgenommen', 'mitnehmen', 'nehme', 'vernehmen', 'vornehmen, sich', 'wegnehmen', 'zunehmen', 'zunehmend', 'zunehmenes', 'zunehmenig', 'zunehmens', 'zunehmes', 'zunehmet', 'zunehmets', 'zusammennehmen', 'Übernahme', 'übelnehmig']"
putzen,"['Abgeputzig', 'Abgeputztes', 'Abputzen', 'Abputzer', 'Abputzpapier', 'Abtrittsputzer', 'Arschabputzen', 'Arschabputzer', 'Aufgeputzte', 'Ausputz', 'Ausputzer', 'Ausputzholz', 'Ausputzig', 'Ausputzige', 'Barnausputzig', 'Brunnenputzer', 'Erdäpfelputzer', 'Geputz', 'Herausputzig', 'Magenausputzer', 'Magenputzer', 'Ofenputzer', 'Ofenrohrputzer', 'Ohrenputzer', 'Putzer', 'Rachenputzer', 'Rohrputzer', 'Rübenputzer', 'Schneeputzer', 'Schnurrenputzer', 'Schuhputzer', 'Schuhputzig', 'Tafelputzer', 'Verputzte', 'Verputzter', 'Wegputzig', 'Zusammenputz', 'Zusammenputzet', 'Zusammenputzig', 'abputzen', 'auf den Putz hauen', 'aufgeputzt', 'aufputzen', 'ausputzen', 'beiputzen', 'durchputzen', 'einputzen', 'geputzt', 'herunterputzen', 'nachputzen', 'putzig', 'verputzen', 'wegputzen', 'wegputzen, sich', 'zuputzen', 'zusammengeputzt', 'zusammenputzen']"
Racker,"['Abgerackerter', 'Rackeln', 'Rackerin', 'Rackler', 'abgerackern', 'abgerackert', 'abrackern', 'abrackern, sich', 'aufrackern, sich', 'derrackern', 'derrackert', 'gerackelt', 'herabgeackert', 'heruntergerackert', 'rackeln', 'rackern', 'räckeln', 'untergerackert', 'zusammengerackert']"
Rahm,"['Abgerahmte', 'Abrahm', 'Abrahmen', 'Abrahmer', 'Abrahmig', 'Abschöpfrahm', 'Entrahmer', 'Rahmer', 'Rahmklöße', 'abberahmen', 'abgerahmt', 'abrahmen', 'entrahmt', 'herabrahmen']"
ab,"['Abgerahmtes', 'Abstellschuppen', 'Abzuggraben', 'ab', 'ab (sein)', 'ab(nehmen)', 'abderpecken', 'abfageln', 'abfedern', 'abgeschürft', 'abjämmern', 'abmutzen', 'abpokern', 'abroden', 'abschmähen', 'abstulfen', 'abwöhnen']"
rechen,"['Abgerechtes', 'Abrechig', 'Aufgerechig', 'Aufrechen', 'Aufrechet Halme', 'Aufrechig', 'Gerech', 'Gerechig', 'Gerechtes', 'Heurecher', 'Nachernte', 'Nachgereche', 'Nachgerechet', 'Nachgerechig', 'Nachgerechle', 'Nachgerecht', 'Nachgerechtes', 'Nachheurechen', 'Nachrech', 'Nachrechen', 'Nachrecherer', 'Nachrechet', 'Nachrechets', 'Nachrechig', 'Rech', 'Reche', 'Recheles', 'Rechelzeug', 'Rechen-stiel', 'Rechig', 'Rechstecken', 'Stupfelrechig', 'Umschlagrechen', 'Zusammengereche', 'Zusammengerechente', 'Zusammengerechig', 'Zusammengerechtes', 'Zusammenrech', 'Zusammenreche', 'Zusammenrechen', 'Zusammenrecherer', 'Zusammenrecherig', 'Zusammenrechet', 'Zusammenreching', 'Zusammenrechles', 'Zusammenrechnig', 'Zusammenrechte', 'Zusammenschlagrechen', 'abrechen', 'abrechnen', 'aufrechen', 'aufrechern', 'ausrechen', 'einrechen', 'nachrechen', 'recheln', 'zurückrechen', 'zusammengerecht', 'zusammenrecheln', 'zusammenrechen']"
Reiter,"['Abgereiterig', 'Abgereiterte', 'Abreiter', 'Abreitere', 'Ausgereitertes', 'Gereitere', 'Mehlreite', 'Mittelritter', 'Reite', 'Reitere', 'Tennenreitig', 'ausgereitert', 'gereiten', 'reitern']"
Reute,"['Abgereutetes', 'Ackerreuter', 'Gereute', 'Reut(e)', 'Reuten', 'Stumpfreuter', 'abreuten', 'anreuten', 'ausreuten', 'beireuten', 'gereutet', 'herausreuten', 'herumreuten', 'reuteln', 'reuten', 'umreuten']"
reißen,"['Abgerissener', 'Apfelreißer', 'Ausreißer', 'Bahnreißer', 'Beerenreißer', 'Beerenreißerer', 'Beerleinszupfer', 'Beerreißer', 'Blumenreißerer', 'Einriss', 'Gereiß', 'Geriss', 'Gerissener', 'Gerissenes', 'Glockenreißer', 'Goschenaufreißer', 'Hauptmaulaufreißer', 'Herumreißig', 'Kettenreißer', 'Lungenreißer', 'Maulaufreißer', 'Pfählereißer', 'Possenreißer', 'Reiße', 'Reißer', 'Risse', 'Schneereißer', 'Schwarzbeerenreißer', 'Schwarzbeerreißer', 'Umriss', 'Zusammenreißer', 'abgereißen', 'abgerissen', 'abreißen', 'angerissen', 'anreißen', 'anreißig', 'aufgerissen', 'aufreißen', 'auseinanderreißen', 'ausgerissen', 'ausreißen', 'eingerissen', 'einreißen', 'einrissig', 'gerissen', 'herausreissen', 'herreißen', 'herunterreißen', 'hin und her reißen', 'hinreißen', 'nachreißen', 'rissig', 'umgerissen', 'umreißen', 'vernanderreißen', 'verreißen', 'vorreißen', 'wegreißen', 'zerreißen', 'zerrissen', 'zusammenreißen', 'zusammenreißen, sich', 'zusammernreißen', 'Äpfelreißer']"
Raum,"['Abgeräumig', 'Abgeräumtes', 'Abraum', 'Abräume', 'Abräumig', 'Abstellraum', 'Aufgeräumtes', 'Aufräumen', 'Aufräumung', 'Bahnräumer', 'Dolenräumer', 'Geräum(e)', 'Geräume', 'Herausräumen', 'Kehrichträumer', 'Pech herabräumen', 'Räumer', 'Schneeräumer', 'Schneewehenräumer', 'Schärräumer', 'Schüttwegräumer', 'Strohräumer', 'Strohverräumer', 'Wegräumer', 'Wir-Räumen', 'abgeräumt', 'abräumen', 'aufgeräumt', 'auseinanderräumen', 'ausgeräumt', 'ausräumen', 'beiräumen', 'durchräumen', 'einräumen', 'forträumen', 'fürhinräumen', 'geraume Zeit', 'gleichräumen', 'herabräumen', 'herausräumen', 'hereinräumen', 'herumräumen', 'herunterräumen', 'hinaufräumen', 'hinausräumen', 'hineinräumen', 'hinträumen', 'räumen', 'umräumen', 'verräumen', 'weggeräumt', 'wegräumen', 'wegräumen, sich', 'zuräumen', 'zurückräumen', 'zusammenraumen', 'zusammenräumen']"
schmecken,"['Abgeschmack', 'Abgeschmackter', 'Altweiberschmecker', 'Bodenschmecker', 'Brunnenschmecker', 'Bubenschmecker', 'Eingeschmeckte', 'Einhergeschmeckte', 'Einhingeschmeckter', 'Feinschmecker', 'Geschmack', 'Gutschmecker', 'Hereingeschmeckig', 'Hereingeschmeckte', 'Hereingeschmeckter', 'Hereinschmecker', 'Heringeschmeckte', 'Hineingeschmeckte', 'Hineingeschmeckter', 'Lehrerschmecker', 'Lehrersschmecker', 'Mädleinschmecker', 'Mädleinsschmecker', 'Schmecke', 'Schmecker', 'Schönschmecker', 'Wasserschmecker', 'gutschmeckig']"
Schnitt,"['Abgeschnittere', 'Abschnitt', 'Abschnittling', 'Anschnitt', 'Ausschnitt', 'Brotschnitte', 'Durchschnitt', 'Einschnitt', 'Erdabschnitt', 'Schnitte', 'Schnittling', 'Vorschnitt', 'schnittig']"
schöpfen,"['Abgeschöpfe', 'Abgeschöpfig', 'Abgeschöpfte', 'Abgeschöpftes', 'Abschöpf', 'Abschöpfe', 'Abschöpfer', 'Abschöpfes', 'Abschöpfet', 'Abschöpfig', 'Blechschöpfer', 'Dreckschöpfer', 'Fettschöpfer', 'Geschöpf', 'Klößschöpfer', 'Melkschöpfer', 'Milchschöpfer', 'Ofenhafenschöpfer', 'Pappelschöpfe', 'Schaumabschöpfer', 'Schaumschöpfer', 'Schäfeschöpfer', 'Schöpfe', 'Schöpfer', 'Schöpfig', 'Suppenschöpfer', 'Wasserschöpfe', 'Wasserschöpfer', 'abgeschöpft', 'abschöpfen', 'derschöpft', 'einschöpfen', 'erschöpft']"
Gesetz,"['Abgesetz', 'Rechengesetz']"
spülen,"['Abgespülig', 'Abspül', 'Abspülen', 'Abspülerin', 'Abspületes', 'Abspülgeschirr', 'Abspülig', 'Abspülkram', 'Aufgespüle', 'Aufgespülig', 'Aufspülen', 'Aufspülerin', 'Aufspülgeschirr', 'Aufspülig', 'Aufspülkram', 'Gespül', 'Gespüle', 'Gespülets', 'Gespülig', 'Gesteh', 'Spülage', 'Spüle', 'Spülicht', 'Spülig', 'Spüling', 'Spülling', 'Spülware', 'abspülen', 'aufgespült', 'aufspülen', 'ausspülen', 'durchspülen', 'gespülen', 'herausspülen', 'ich spüle', 'nachspülen', 'zusammenspülen']"
stehen,"['Abgestandenes', 'Abgestandiges', 'Abstand', 'Absteher', 'Abständer', 'Aufstand', 'Aufstehen', 'Ausstand', 'Beistand', 'Beiständer', 'Bestand', 'Bratwurststand', 'Bratwürstleinstand', 'Dachständer', 'Dreschausstand', 'Eckensteher', 'Ehestandslokomotive', 'Einstand', 'Erdapfelstand', 'Essständer', 'Faßständerling', 'Fleischständer', 'Förstersstand', 'Försterstand', 'Garderobenständer', 'Gestandene', 'Getreiderückstand', 'Glücksstand', 'Glückstand', 'Grundbirnenstand', 'Gutsteher', 'Güldstand', 'Halbstand', 'Handstande', 'Handstände', 'Handständer', 'Hausstand', 'Hochanstand', 'Hochstand', 'Imbissstand', 'Jagdstand', 'Jungholzbestand', 'Jägeranstand', 'Jägersstand', 'Jägerssteig', 'Jägerstand', 'Kleiderständer', 'Kunstgegenstand', 'Lakständer', 'Losestand', 'Losstand', 'Lotteriestand', 'Malzrückstand', 'Marktstandler', 'Melkständer', 'Mordsaufstand', 'Musikantenstand', 'Ofenstand', 'Rehstand', 'Ruhestand', 'Salzständer', 'Schdando', 'Schießstand', 'Schrotständer', 'Spätaufsteher', 'Stand', 'Stander', 'Standler', 'Stando', 'Stehende', 'Steher', 'Stehhaar', 'Ständer', 'Ständerling', 'Ständleinhecke', 'Ständler', 'Stündige', 'Umstand', 'Unterstand', 'Unterstandling', 'Unterständer', 'Urstand', 'Viehbestand', 'Vorstand', 'Waldstand', 'Wehstandskutsche', 'Widersteher', 'Wildstand', 'Wohlsteher', 'Wurststand', 'Wäschständer', 'Würstchenstand', 'Würstelstand', 'Würstleinsstand', 'Zusammenstand', 'Zustand', 'abgestanden', 'abgestehen', 'abgeständig', 'abstehen', 'abstehend', 'abständig', 'anstehen', 'aufstehen', 'aufsteigen', 'ausstehen', 'beistehen', 'bestehen', 'bodenständig', 'eigenständig', 'einstehen', 'feststehen', 'gen Berg stehen', 'gestanden', 'gestehen', 'heraufstehen', 'im Gelt stehen', 'selbstverständlich', 'umständlich', 'unausstehlich', 'unaustehlich', 'versiegenstehen', 'vollständig', 'vorstehen', 'wegstehen', 'widerstehen', 'zu Berg stehen', 'zum Hals stehen', 'zusammenstehen', 'Überstand', 'Überständer', 'überständig', 'übrigständig']"
stechen,"['Abgestochener', 'Angestochener', 'Anstechung', 'Anstich', 'Augenstecher', 'Ausstecher', 'Bauchstecher', 'Birnenstecher', 'Distelstecher', 'Durchstecher', 'Eingestochenes', 'Fröschstecher', 'Garbenstecher', 'Gesteche', 'Gestochener', 'Getreidstechen', 'Hinaufstecher', 'Hochgestochener', 'Katzenstecher', 'Kornstecher', 'Krackenstecher', 'Krapfenstecher', 'Krappenstecher', 'Krähenstecher', 'Krötenstecher', 'Kupferstecher', 'Nasenstecher', 'Neunstecher', 'Pferdestecher', 'Pferdstecher', 'Platzleinsausstecher', 'Plätzchenausstecher', 'Plätzchenstecher', 'Plätzleinsausstecher', 'Plätzleinsstecher', 'Plätzleinstecher', 'Rabenstecher', 'Rattenstecher', 'Ratzenstecher', 'Rodelstecher', 'Rübenstecher', 'Schneestecher', 'Schusterstecher', 'Schwabenstecher', 'Schwarmstecher', 'Schwarzwurzelstecher', 'Siebenstecher', 'Spargelstecher', 'Stecher', 'Strohstecher', 'Stupfelstecher', 'Umstochenes', 'Vorstecher', 'Wanzenstecher', 'Wurzelstecher', 'abgestochen', 'abstechen', 'angestochen', 'anstechen', 'aufstechen', 'ausgestochen', 'ausstechen', 'einstechen', 'gestochen', 'gestochig', 'herstechen', 'herunterstechen', 'losstechen', 'umstechen', 'wegstechen']"
stoßen,"['Abgestoßene', 'Abgestoßenes', 'Abstoßer', 'Abstößer', 'Abstößling', 'Angestoßenes', 'Anstoß', 'Anstößig', 'Aufstoß', 'Ausstoß', 'Eisstoßer', 'Nachstoßer', 'Schneestoße', 'Schneestößer', 'Stoßer', 'Stößer', 'Umstoßen', 'abgestoßen', 'abgestoßig', 'abgestößen', 'abstoßen', 'aneinanderstoßen', 'angestoßen', 'anstoßen', 'anstoßen, sich', 'anstößig', 'aufstoßen', 'aufstößig', 'ausstoßen', 'durchstoßen', 'eingestoßen', 'einstoßen', 'gestoßen', 'gestößelt', 'hinstoßen', 'losstoßen', 'umstoßen', 'verstoßen', 'widerstoßen', 'zerstoßen', 'zusammenstoßen', 'zustoßen']"
tun,"['Abgetue', 'Allerweltsgetue', 'Ansprache tun', 'Antuer', 'Dicktuer', 'Erdapfelheraustun', 'Erdbirnenheraustun', 'Erdäpfelheraustun', 'Erdäpfelsheraustun', 'Falschtuer', 'Gefährlichtuerin', 'Geschirr hinauftun', 'Getu', 'Getue', 'Großtuer', 'Großtuner', 'Hochtuender', 'Hosentutler', 'Kreißtengetue', 'Mordsgetue', 'Nichtstuer', 'Schöntuer', 'Strohwegtuer', 'Tu-der-ri-dei', 'Tüterer', 'Vielvertuer', 'Vortuer', 'Wichtigtuer', 'Wohltuer', 'Zutat', 'abdertun', 'abgetan', 'abhintun', 'abtun', 'abtun, sich', 'angetan', 'antun', 'antun, sich', 'auftun', 'auftun, sich', 'bei den Ochsen tun', 'beitun', 'betulich', 'betun', 'betun, sich', 'dertan', 'dertun', 'derwerttun', 'eingetan', 'forttun', 'gefährlich tun', 'gewalttätig', 'hertun', 'heruntertun', 'hinan und her tun', 'mittun', 'nachtun', 'umtun', 'umtun, sich', 'vergewohltun', 'vergewohltätigen', 'vertan', 'vertun', 'vortun, sich', 'wegtun', 'wehgetan', 'wohltätig', 'zugetan', 'zuleide tun', 'zum Eber tun', 'zusammentun', 'zusammentun, sich', 'zutunlich', 'zutätig']"
gewöhnen,"['Abgewöhntes', 'Gewohnheit', 'abgewöhnen', 'abgewöhnt', 'angewohnen', 'angewöhnen', 'außergewöhnlich', 'eingewohnen', 'eingewöhnen', 'entwöhnen', 'entwöhnt', 'gewöhnig', 'gewöhnlich', 'vergewöhnen', 'weggewohnen', 'weggewöhnen']"
Gott,"['Abgott', 'Gottackerhusten', 'Gottesgabe', 'Gottwollkeit', 'ach Gottlein', 'behüt Gott', 'behüt dich Gott', 'bei Gott !', 'oh Gottelein', 'vergöttern', 'Ölgötze']"
greifen,"['Abgreifen', 'Eingriff', 'Greifer', 'Hennengreifer', 'Vorgriff', 'abgreifen', 'angegriffig', 'angreifen', 'angreiferisch', 'ausgreifen', 'begreiflich', 'ergreifen', 'zugreifen', 'zugreifen er']"
Grund,"['Abgrund', 'Aischgründer', 'Aurachgründer', 'Baunachsgründer', 'Grundbirnereibe', 'Grundbirnereibeisen', 'Grundbirnereiber', 'Grundbirnmiete', 'Gründer', 'Gründler', 'Kahlgründer', 'Maingründer', 'Maingründler', 'Rezatgründler', 'Saueres Gründlein', 'Seebachsgründer', 'Sinngründer', 'Spessart-Maingründer', 'Stupfelgrundbirne', 'Untergrund', 'Werngründer', 'Wörnitzgründer', 'abgründig', 'gründen', 'gründlich', 'seichtgründig', 'tiefgründig', 'ungründig', 'untergründig']"
hängen,"['Abhang', 'Abhäng', 'Abhänger', 'Anhang', 'Anhenken', 'Anhänger', 'Anhänglicher', 'Aufhänge', 'Aufhänger', 'Aufspülhaderlaufhänger', 'Aushang', 'Aushänger', 'Bulldoganhänger', 'Erhängen', 'Flegelhenke', 'Fotze hängenlassen', 'Freibierhenker', 'Gehäng', 'Gehänge', 'Gehängter', 'Geschirrhänge', 'Gosche herabhängen lasen', 'Gosche hinabhängen lassen', 'Gosche hinunterhägen lassen', 'Gosche hinunterhängen lassen', 'Gosche hängen lassen', 'Henker', 'Hänge', 'Hänger', 'Hängerling', 'Hängezöpfe', 'Kleideraufhänger', 'Kleiderhänge', 'Kleiderhänger', 'Latschhänger', 'Läppern herunterhängen lassen', 'Läusehänge', 'Maul herabhängen lassen', 'Maulhinanhänger', 'Ofengehänge', 'Ofenhenke', 'Ofenhänge', 'Ohrgehänge', 'Ohrhänger', 'Paterleingehänge', 'Perlgehänge', 'Schlappe hängen lassen', 'Schläppe hängenlassen', 'Schläppere hinunterhängen lassen', 'Schläpperehänger', 'Schläpperhänger', 'Schläppgosche hängen lassen', 'Sichelhenke', 'Viehanhänger', 'Vorhänge', 'Wandhänge', 'Warhänge', 'Wäschehänge', 'Wäschehänger', 'abhängen', 'abhängerisch', 'abhängisch', 'aneinanderhängen', 'angehangen', 'angehängen', 'angehängt', 'anhängen', 'anhängen, sich', 'anhänget', 'anhängig', 'anhängisch', 'anhänglich', 'aufhängen', 'aushängen', 'behängen', 'behängen, sich', 'beieinanderhängen', 'das Maul hinabhängen lassen', 'das Maul hinunterhängen lassen', 'das Maul hängen lassen', 'das Schlappmaul hängen lassen', 'den Kopf hängen lassen', 'den Rüssel hinunterhängen', 'derhängen, sich', 'die Fittiche hängen lassen', 'die Fletsche hängen lassen', 'die Klappe hängen lassen', 'die Lätsche hinabhängen lassen', 'die Lätsche hinunterhängen lassen', 'die Lätsche hängen lassen', 'die Matz hängen lassen', 'die Pflatsche hängen lassen', 'die Pfletsche hinunterhängen lassen', 'die Pfletsche hängen lassen', 'die Pflotsch hängen lassen', 'die Pflotsche hängen lassen', 'die Pfrotsche hinunterhängen lassen', 'die Pfrotsche hängen lassen', 'die Pletsche hinunterhängen lassen', 'die Schlappe hinabhängen lassen', 'die Schlappe hängen lassen', 'die Schlappel herabhängen lassen', 'die Schlappel hinabhängen lassen', 'die Schlappel hinunterhängen lassen', 'die Schlappel hängen lassen', 'die Schlappere hängen lassen', 'die Schläppe hinabhängen lassen', 'die Schläppe hinunterhängen lassen', 'die Schläppe hängen lassen', 'die Schläppel hinabhängen lassen', 'die Schläppel hängen lassen', 'die Schläpper hängen lassen', 'die Schläppere hinabhängen lassen', 'die Schläppere hinunterhängen lassen', 'die Schläppere hängen lassen', 'die Schläpperlein hängen lassen', 'die Schnauze hangen lassen', 'die Schnauze hängen lassen', 'die Schnute herabhängen lassen', 'die Sohle hängen lassen', 'eingehängt', 'einhängeln', 'einhängen', 'einhängen, sich', 'hanglich', 'herunterhängen', 'herunterhängend', 'herunterhänget', 'hinhängen', 'hinhängen, sich', 'hintereinanderhängen', 'hinunterhängete', 'hängen lassen', 'hängig', 'hängrig', 'in der Luft hängen', 'ins Geschirr hängen, sich', 'umhängen', 'weghängen', 'zusammenhängen', 'zusammenhängen, sich', 'Überhänger']"
Haus,"['Abhaus', 'Arbeitshausen', 'Austrägleinshaus', 'Behausung', 'Durchhaus', 'Einfamilienhaus', 'Einstockhaus', 'Faulenzerhausen', 'Faulenzhausen', 'Faulhausen', 'Gehäus', 'Geruhhaus', 'Hausbestand', 'Hauserin', 'Hausierer', 'Hausschwelle', 'Hinkelhaus', 'Hinkelshaus', 'Hockenhausen', 'Kleinhäusler', 'Redhaus', 'Schaffhausen', 'Scheißhäusleinspapier', 'Schnellhausen', 'Verhauster', 'Zuchthäusler', 'abhausen', 'dreckhäuseln', 'einhausen, sich', 'hausen', 'haushälterlich', 'hauswirtschaftlich', 'herumhausen', 'häuseln', 'im obersten Häuschen sein', 'nach Haus', 'verhausen', 'verhäuseln', 'verhäusln']"
